unit_id,grade,schid,tchid,classtype,classsize,tested_n,assigned_n,teacher_tgen,teacher_tgen_imputed,teacher_trace,teacher_trace_imputed,teacher_thighdegree,teacher_thighdegree_imputed,teacher_tyears,teacher_tyears_imputed,share_female_n,share_black_n,share_freelunch_n,share_female,share_black,share_freelunch,school_urban,school_fl_official,school_fl_n_grades,school_fl_student
g1_208501_20850105,g1,208501,20850105,1,17.0,17,17,2.0,False,1.0,False,3.0,False,16.0,False,17,17,17,0.35294117647058826,0.0,0.4117647058823529,3.0,0.2625,4,0.30864197530864196
g1_208501_20850106,g1,208501,20850106,3,24.0,24,24,2.0,False,1.0,False,2.0,False,21.0,False,24,24,24,0.375,0.0,0.20833333333333334,3.0,0.2625,4,0.30864197530864196
g1_208501_20850107,g1,208501,20850107,2,23.0,23,23,2.0,False,1.0,False,2.0,False,17.0,False,23,23,23,0.391304347826087,0.0,0.30434782608695654,3.0,0.2625,4,0.30864197530864196
g1_208501_20850108,g1,208501,20850108,1,20.0,20,20,2.0,False,1.0,False,3.0,False,15.0,False,20,20,17,0.4,0.05,0.35294117647058826,3.0,0.2625,4,0.30864197530864196
g1_208503_20850305,g1,208503,20850305,3,20.0,20,20,2.0,False,1.0,False,3.0,False,11.0,False,20,20,20,0.45,0.0,0.2,3.0,0.41,4,0.3018867924528302
g1_208503_20850306,g1,208503,20850306,2,20.0,20,20,2.0,False,1.0,False,3.0,False,13.0,False,20,20,20,0.4,0.0,0.4,3.0,0.41,4,0.3018867924528302
g1_209510_20951006,g1,209510,20951006,3,23.0,23,23,2.0,False,1.0,False,2.0,False,4.0,False,23,23,23,0.6521739130434783,0.043478260869565216,0.43478260869565216,3.0,0.45,4,0.3442622950819672
g1_209510_20951007,g1,209510,20951007,2,23.0,23,23,2.0,False,1.0,False,2.0,False,0.0,False,23,23,23,0.5217391304347826,0.0,0.17391304347826086,3.0,0.45,4,0.3442622950819672
g1_209510_20951008,g1,209510,20951008,3,25.0,23,25,2.0,False,1.0,False,2.0,False,8.0,False,25,25,25,0.4,0.0,0.4,3.0,0.45,4,0.3442622950819672
g1_209510_20951009,g1,209510,20951009,2,24.0,24,24,2.0,False,1.0,False,2.0,False,12.0,False,24,24,24,0.5,0.0,0.4166666666666667,3.0,0.45,4,0.3442622950819672
g1_212522_21252206,g1,212522,21252206,2,26.0,26,26,2.0,False,1.0,False,2.0,False,17.0,False,26,26,25,0.5769230769230769,0.0,0.72,4.0,0.505,4,0.6759259259259259
g1_212522_21252207,g1,212522,21252207,1,16.0,16,16,2.0,False,1.0,False,3.0,False,14.0,False,16,16,16,0.375,0.0625,0.75,4.0,0.505,4,0.6759259259259259
g1_212522_21252208,g1,212522,21252208,1,17.0,17,17,2.0,False,1.0,False,3.0,False,16.0,False,17,17,17,0.4117647058823529,0.058823529411764705,0.47058823529411764,4.0,0.505,4,0.6759259259259259
g1_212522_21252209,g1,212522,21252209,3,27.0,27,27,2.0,False,1.0,False,2.0,False,7.0,False,27,27,25,0.5555555555555556,0.0,0.68,4.0,0.505,4,0.6759259259259259
g1_212522_21252210,g1,212522,21252210,3,26.0,26,26,2.0,False,1.0,False,2.0,False,0.0,False,26,26,25,0.5384615384615384,0.0,0.72,4.0,0.505,4,0.6759259259259259
g1_215533_21553307,g1,215533,21553307,2,23.0,23,23,2.0,False,1.0,False,2.0,False,7.0,False,23,23,23,0.43478260869565216,0.17391304347826086,0.4782608695652174,3.0,0.3475,4,0.4049586776859504
g1_215533_21553308,g1,215533,21553308,3,22.0,21,22,2.0,False,1.0,False,3.0,False,9.0,False,22,22,22,0.45454545454545453,0.22727272727272727,0.45454545454545453,3.0,0.3475,4,0.4049586776859504
g1_215533_21553309,g1,215533,21553309,3,23.0,23,23,2.0,False,1.0,False,3.0,False,16.0,False,23,23,23,0.43478260869565216,0.17391304347826086,0.43478260869565216,3.0,0.3475,4,0.4049586776859504
g1_215533_21553310,g1,215533,21553310,2,23.0,22,23,2.0,False,1.0,False,3.0,False,13.0,False,23,23,22,0.5217391304347826,0.13043478260869565,0.36363636363636365,3.0,0.3475,4,0.4049586776859504
g1_215533_21553312,g1,215533,21553312,1,15.0,15,15,2.0,False,1.0,False,2.0,False,18.0,False,15,15,15,0.26666666666666666,0.13333333333333333,0.4,3.0,0.3475,4,0.4049586776859504
g1_216537_21653701,g1,216537,21653701,3,23.0,22,23,2.0,False,1.0,False,2.0,False,18.0,False,23,23,22,0.4782608695652174,0.0,0.4090909090909091,3.0,0.25666666666666665,3,0.2543859649122807
g1_216537_21653702,g1,216537,21653702,3,24.0,22,24,2.0,False,1.0,False,2.0,False,0.0,False,24,24,24,0.5,0.0,0.16666666666666666,3.0,0.25666666666666665,3,0.2543859649122807
g1_216537_21653703,g1,216537,21653703,2,22.0,20,22,2.0,False,1.0,False,3.0,False,13.0,False,22,22,21,0.45454545454545453,0.0,0.38095238095238093,3.0,0.25666666666666665,3,0.2543859649122807
g1_216537_21653704,g1,216537,21653704,2,21.0,21,21,2.0,False,1.0,False,2.0,False,0.0,False,21,21,21,0.6190476190476191,0.0,0.14285714285714285,3.0,0.25666666666666665,3,0.2543859649122807
g1_218562_21856207,g1,218562,21856207,2,24.0,22,24,2.0,False,1.0,False,3.0,False,8.0,False,24,24,24,0.4583333333333333,0.125,0.5416666666666666,4.0,0.4075,4,0.4189189189189189
g1_218562_21856208,g1,218562,21856208,3,24.0,24,24,2.0,False,1.0,False,3.0,False,12.0,False,24,24,24,0.6666666666666666,0.125,0.4583333333333333,4.0,0.4075,4,0.4189189189189189
g1_221571_22157106,g1,221571,22157106,3,24.0,23,24,2.0,False,1.0,False,2.0,False,6.0,False,24,24,0,0.5,0.20833333333333334,0.4444444444444444,3.0,0.415,4,0.42105263157894735
g1_221571_22157107,g1,221571,22157107,2,23.0,23,23,2.0,False,1.0,False,2.0,False,5.0,False,23,23,23,0.34782608695652173,0.43478260869565216,0.43478260869565216,3.0,0.415,4,0.42105263157894735
g1_221571_22157108,g1,221571,22157108,3,21.0,21,21,2.0,False,1.0,False,2.0,False,2.0,False,21,21,21,0.42857142857142855,0.2857142857142857,0.2857142857142857,3.0,0.415,4,0.42105263157894735
g1_221571_22157109,g1,221571,22157109,2,22.0,19,22,2.0,False,1.0,False,2.0,False,3.0,False,22,22,22,0.5454545454545454,0.4090909090909091,0.5,3.0,0.415,4,0.42105263157894735
g1_221571_22157111,g1,221571,22157111,1,15.0,15,15,2.0,False,1.0,False,2.0,False,21.0,False,15,15,15,0.4666666666666667,0.26666666666666666,0.4666666666666667,3.0,0.415,4,0.42105263157894735
g1_221574_22157405,g1,221574,22157405,2,22.0,19,22,2.0,False,1.0,False,3.0,False,11.0,False,21,21,22,0.5238095238095238,0.047619047619047616,0.13636363636363635,3.0,0.26,4,0.18840579710144928
g1_221574_22157408,g1,221574,22157408,3,21.0,20,21,2.0,False,1.0,False,3.0,False,11.0,False,21,20,21,0.42857142857142855,0.1,0.19047619047619047,3.0,0.26,4,0.18840579710144928
g1_225585_22558505,g1,225585,22558505,3,26.0,25,26,2.0,False,1.0,False,2.0,False,3.0,False,26,26,26,0.46153846153846156,0.0,0.23076923076923078,3.0,0.265,4,0.29213483146067415
g1_225585_22558506,g1,225585,22558506,1,19.0,18,19,2.0,False,1.0,False,3.0,False,11.0,False,19,19,19,0.42105263157894735,0.05263157894736842,0.2631578947368421,3.0,0.265,4,0.29213483146067415
g1_225585_22558507,g1,225585,22558507,2,26.0,25,26,2.0,False,1.0,False,2.0,False,11.0,False,26,25,26,0.46153846153846156,0.0,0.2692307692307692,3.0,0.265,4,0.29213483146067415
g1_225585_22558508,g1,225585,22558508,1,18.0,18,18,2.0,False,1.0,False,2.0,False,2.0,False,18,18,18,0.4444444444444444,0.1111111111111111,0.4444444444444444,3.0,0.265,4,0.29213483146067415
g1_228606_22860605,g1,228606,22860605,2,22.0,22,22,2.0,False,1.0,False,3.0,False,9.0,False,22,22,22,0.5,0.2727272727272727,0.36363636363636365,3.0,0.28,4,0.2857142857142857
g1_228606_22860606,g1,228606,22860606,3,21.0,21,21,2.0,False,1.0,False,2.0,False,23.0,False,21,21,21,0.5238095238095238,0.09523809523809523,0.14285714285714285,3.0,0.28,4,0.2857142857142857
g1_228606_22860607,g1,228606,22860607,3,20.0,20,20,2.0,False,1.0,False,3.0,False,13.0,False,20,20,20,0.45,0.15,0.3,3.0,0.28,4,0.2857142857142857
g1_230612_23061204,g1,230612,23061204,2,23.0,18,23,2.0,False,1.0,False,3.0,False,8.0,False,21,20,23,0.42857142857142855,0.0,0.5652173913043478,3.0,0.505,4,0.5172413793103449
g1_230612_23061205,g1,230612,23061205,3,20.0,20,20,2.0,False,1.0,False,2.0,False,11.0,False,20,20,20,0.6,0.05,0.45,3.0,0.505,4,0.5172413793103449
g1_230612_23061206,g1,230612,23061206,1,15.0,15,15,2.0,False,1.0,False,2.0,False,8.0,False,15,15,15,0.5333333333333333,0.06666666666666667,0.5333333333333333,3.0,0.505,4,0.5172413793103449
g1_231616_23161604,g1,231616,23161604,3,25.0,25,25,2.0,False,1.0,False,2.0,False,39.0,False,25,25,25,0.4,0.0,0.68,3.0,0.5625,4,0.6721311475409836
g1_231616_23161605,g1,231616,23161605,1,15.0,15,15,2.0,False,1.0,False,2.0,False,5.0,False,15,15,15,0.4666666666666667,0.0,0.7333333333333333,3.0,0.5625,4,0.6721311475409836
g1_231616_23161606,g1,231616,23161606,2,21.0,20,21,2.0,False,1.0,False,2.0,False,32.0,False,21,21,21,0.47619047619047616,0.0,0.6190476190476191,3.0,0.5625,4,0.6721311475409836
g1_234628_23462808,g1,234628,23462808,2,21.0,21,21,2.0,False,1.0,False,2.0,False,23.0,False,21,21,21,0.47619047619047616,0.14285714285714285,0.2857142857142857,3.0,0.38,4,0.36936936936936937
g1_234628_23462809,g1,234628,23462809,3,21.0,20,21,2.0,False,1.0,False,2.0,False,9.0,False,21,21,21,0.38095238095238093,0.047619047619047616,0.42857142857142855,3.0,0.38,4,0.36936936936936937
g1_234628_23462810,g1,234628,23462810,3,21.0,21,21,2.0,False,1.0,False,3.0,False,20.0,False,21,21,21,0.47619047619047616,0.0,0.38095238095238093,3.0,0.38,4,0.36936936936936937
g1_234628_23462811,g1,234628,23462811,2,22.0,22,22,2.0,False,1.0,False,2.0,False,12.0,False,22,22,22,0.45454545454545453,0.0,0.5454545454545454,3.0,0.38,4,0.36936936936936937
g1_244697_24469706,g1,244697,24469706,1,17.0,15,17,2.0,False,2.0,False,2.0,False,26.0,False,17,17,17,0.4117647058823529,1.0,0.9411764705882353,1.0,0.9225,4,0.9642857142857143
g1_244697_24469707,g1,244697,24469707,3,19.0,18,19,2.0,False,2.0,False,2.0,False,36.0,False,19,19,19,0.3684210526315789,1.0,0.9473684210526315,1.0,0.9225,4,0.9642857142857143
g1_244697_24469708,g1,244697,24469708,2,21.0,20,21,2.0,False,1.0,False,3.0,False,19.0,False,21,21,19,0.47619047619047616,1.0,1.0,1.0,0.9225,4,0.9642857142857143
g1_244697_24469709,g1,244697,24469709,3,21.0,21,21,2.0,False,1.0,False,3.0,False,7.0,False,21,21,21,0.5714285714285714,1.0,1.0,1.0,0.9225,4,0.9642857142857143
g1_244697_24469710,g1,244697,24469710,2,20.0,20,20,2.0,False,2.0,False,3.0,False,32.0,False,20,20,20,0.35,1.0,0.95,1.0,0.9225,4,0.9642857142857143
g1_244697_24469711,g1,244697,24469711,1,16.0,16,16,2.0,False,2.0,False,2.0,False,4.0,False,16,16,16,0.5,1.0,0.9375,1.0,0.9225,4,0.9642857142857143
g1_244708_24470808,g1,244708,24470808,1,16.0,16,16,2.0,False,2.0,False,2.0,False,1.0,False,16,16,16,0.4375,1.0,0.6875,1.0,0.9475,4,0.952
g1_244708_24470809,g1,244708,24470809,3,25.0,25,25,2.0,False,2.0,False,2.0,False,31.0,False,25,25,25,0.52,1.0,1.0,1.0,0.9475,4,0.952
g1_244708_24470810,g1,244708,24470810,2,22.0,22,22,2.0,False,1.0,False,2.0,False,4.0,False,22,22,21,0.45454545454545453,1.0,0.9523809523809523,1.0,0.9475,4,0.952
g1_244708_24470811,g1,244708,24470811,2,25.0,24,25,2.0,False,1.0,False,2.0,False,0.0,False,25,25,25,0.56,1.0,1.0,1.0,0.9475,4,0.952
g1_244708_24470812,g1,244708,24470812,3,24.0,23,24,2.0,False,1.0,False,2.0,False,10.0,False,24,23,23,0.375,0.9565217391304348,1.0,1.0,0.9475,4,0.952
g1_244723_24472306,g1,244723,24472306,2,22.0,21,22,2.0,False,1.0,False,2.0,False,2.0,False,22,22,22,0.5,1.0,1.0,1.0,0.9625,4,1.0
g1_244723_24472307,g1,244723,24472307,3,26.0,23,26,2.0,False,2.0,False,3.0,False,33.0,False,25,24,26,0.48,1.0,1.0,1.0,0.9625,4,1.0
g1_244723_24472308,g1,244723,24472308,2,23.0,23,23,2.0,False,1.0,False,2.0,False,5.0,False,23,23,22,0.43478260869565216,1.0,1.0,1.0,0.9625,4,1.0
g1_244723_24472309,g1,244723,24472309,3,21.0,20,21,2.0,False,1.0,False,3.0,False,4.0,False,21,21,21,0.5238095238095238,1.0,1.0,1.0,0.9625,4,1.0
g1_244723_24472311,g1,244723,24472311,1,15.0,15,15,2.0,False,2.0,False,2.0,False,38.0,False,15,15,15,0.5333333333333333,1.0,1.0,1.0,0.9625,4,1.0
g1_244727_24472705,g1,244727,24472705,2,21.0,21,21,2.0,False,1.0,False,2.0,False,11.0,False,21,21,21,0.6190476190476191,1.0,0.38095238095238093,2.0,0.315,4,0.5
g1_244727_24472707,g1,244727,24472707,1,18.0,18,18,2.0,False,2.0,False,3.0,False,32.0,False,18,18,16,0.5,1.0,0.8125,2.0,0.315,4,0.5
g1_244727_24472708,g1,244727,24472708,2,21.0,19,21,2.0,False,1.0,False,2.0,False,4.0,False,21,21,21,0.5238095238095238,1.0,0.38095238095238093,2.0,0.315,4,0.5
g1_244727_24472709,g1,244727,24472709,3,23.0,21,23,2.0,False,2.0,False,2.0,False,2.0,False,23,23,23,0.5217391304347826,1.0,0.6521739130434783,2.0,0.315,4,0.5
g1_244728_24472806,g1,244728,24472806,2,22.0,22,22,2.0,False,1.0,False,3.0,False,3.0,False,22,22,22,0.5454545454545454,0.9545454545454546,0.9545454545454546,1.0,0.9075,4,0.9791666666666666
g1_244736_24473604,g1,244736,24473604,2,24.0,24,24,2.0,False,1.0,False,2.0,False,14.0,False,24,24,22,0.4166666666666667,1.0,0.8636363636363636,1.0,0.9425,4,0.9310344827586207
g1_244736_24473605,g1,244736,24473605,2,22.0,22,22,2.0,False,2.0,False,2.0,False,37.0,False,22,22,22,0.45454545454545453,1.0,0.9545454545454546,1.0,0.9425,4,0.9310344827586207
g1_244745_24474505,g1,244745,24474505,3,24.0,23,24,2.0,False,1.0,False,2.0,False,19.0,False,24,24,22,0.375,0.625,0.6818181818181818,2.0,0.5525,4,0.5802469135802469
g1_244745_24474506,g1,244745,24474506,1,18.0,17,18,2.0,False,1.0,False,2.0,False,4.0,False,18,17,18,0.5,0.47058823529411764,0.5,2.0,0.5525,4,0.5802469135802469
g1_244745_24474507,g1,244745,24474507,2,18.0,17,18,2.0,False,1.0,False,3.0,False,33.0,False,18,18,18,0.6111111111111112,0.2777777777777778,0.5,2.0,0.5525,4,0.5802469135802469
g1_244745_24474508,g1,244745,24474508,2,24.0,23,24,2.0,False,1.0,False,3.0,False,23.0,False,24,24,23,0.4583333333333333,0.4166666666666667,0.6086956521739131,2.0,0.5525,4,0.5802469135802469
g1_244746_24474604,g1,244746,24474604,3,23.0,22,23,2.0,False,2.0,False,2.0,False,1.0,False,23,23,23,0.34782608695652173,1.0,0.9565217391304348,1.0,0.8825,4,0.9516129032258065
g1_244746_24474605,g1,244746,24474605,2,24.0,23,24,2.0,False,1.0,False,3.0,False,5.0,False,24,24,24,0.4583333333333333,1.0,0.9583333333333334,1.0,0.8825,4,0.9516129032258065
g1_244746_24474606,g1,244746,24474606,1,15.0,15,15,2.0,False,2.0,False,2.0,False,2.0,False,15,15,15,0.5333333333333333,1.0,0.9333333333333333,1.0,0.8825,4,0.9516129032258065
g1_244755_24475508,g1,244755,24475508,3,21.0,21,21,2.0,False,2.0,False,2.0,False,27.0,False,21,21,21,0.6666666666666666,1.0,1.0,1.0,0.915,4,0.9212598425196851
g1_244755_24475509,g1,244755,24475509,3,21.0,21,21,2.0,False,1.0,False,2.0,False,6.0,False,21,21,21,0.47619047619047616,1.0,0.8571428571428571,1.0,0.915,4,0.9212598425196851
g1_244755_24475512,g1,244755,24475512,3,21.0,21,21,2.0,False,2.0,False,3.0,False,24.0,False,21,21,21,0.5238095238095238,1.0,0.8095238095238095,1.0,0.915,4,0.9212598425196851
g1_244755_24475513,g1,244755,24475513,2,23.0,20,23,2.0,False,1.0,False,2.0,False,1.0,False,23,22,23,0.5217391304347826,1.0,0.9565217391304348,1.0,0.915,4,0.9212598425196851
g1_244764_24476403,g1,244764,24476403,3,19.0,19,19,2.0,False,2.0,False,2.0,False,17.0,False,19,19,19,0.631578947368421,1.0,0.9473684210526315,1.0,0.9125,4,0.9347826086956522
g1_244764_24476405,g1,244764,24476405,2,16.0,15,16,2.0,False,1.0,False,3.0,False,21.0,False,16,16,15,0.6875,1.0,1.0,1.0,0.9125,4,0.9347826086956522
g1_244774_24477406,g1,244774,24477406,2,23.0,21,23,2.0,False,2.0,False,2.0,False,15.0,False,23,23,23,0.391304347826087,1.0,1.0,1.0,0.925,4,0.952755905511811
g1_244774_24477407,g1,244774,24477407,2,24.0,24,24,2.0,False,2.0,False,2.0,False,3.0,False,24,24,24,0.5,1.0,0.875,1.0,0.925,4,0.952755905511811
g1_244774_24477408,g1,244774,24477408,2,20.0,20,20,2.0,False,1.0,False,3.0,False,3.0,False,20,20,20,0.45,1.0,1.0,1.0,0.925,4,0.952755905511811
g1_244774_24477409,g1,244774,24477409,1,17.0,17,17,2.0,False,2.0,False,2.0,False,9.0,False,17,17,17,0.5294117647058824,1.0,0.8823529411764706,1.0,0.925,4,0.952755905511811
g1_244774_24477410,g1,244774,24477410,3,26.0,19,26,2.0,False,2.0,False,3.0,False,27.0,False,25,25,26,0.52,1.0,0.9615384615384616,1.0,0.925,4,0.952755905511811
g1_244774_24477411,g1,244774,24477411,1,17.0,17,17,2.0,False,2.0,False,2.0,False,13.0,False,17,17,17,0.5882352941176471,1.0,1.0,1.0,0.925,4,0.952755905511811
g1_244776_24477609,g1,244776,24477609,1,17.0,16,17,2.0,False,1.0,False,2.0,False,8.0,False,17,17,17,0.5294117647058824,1.0,0.7647058823529411,1.0,0.85,4,0.8677685950413223
g1_244776_24477610,g1,244776,24477610,1,17.0,17,17,2.0,False,2.0,False,2.0,False,2.0,False,17,17,17,0.5294117647058824,0.9411764705882353,0.6470588235294118,1.0,0.85,4,0.8677685950413223
g1_244776_24477611,g1,244776,24477611,3,25.0,21,25,2.0,False,1.0,False,2.0,False,5.0,False,25,24,25,0.44,1.0,0.92,1.0,0.85,4,0.8677685950413223
g1_244776_24477612,g1,244776,24477612,3,22.0,21,22,2.0,False,2.0,False,3.0,False,6.0,False,22,22,21,0.36363636363636365,1.0,1.0,1.0,0.85,4,0.8677685950413223
g1_244776_24477613,g1,244776,24477613,2,22.0,21,22,2.0,False,2.0,False,2.0,False,2.0,False,22,21,21,0.5,1.0,1.0,1.0,0.85,4,0.8677685950413223
g1_244776_24477614,g1,244776,24477614,2,22.0,20,22,2.0,False,2.0,False,2.0,False,1.0,False,22,22,20,0.5,1.0,0.8,1.0,0.85,4,0.8677685950413223
g1_244780_24478004,g1,244780,24478004,2,25.0,25,25,2.0,False,1.0,False,2.0,False,2.0,False,25,25,25,0.44,1.0,1.0,1.0,0.915,4,0.9090909090909091
g1_244780_24478005,g1,244780,24478005,3,25.0,24,25,2.0,False,2.0,False,2.0,False,35.0,False,25,25,24,0.56,1.0,1.0,1.0,0.915,4,0.9090909090909091
g1_244780_24478006,g1,244780,24478006,1,17.0,17,17,2.0,False,2.0,False,3.0,False,17.0,False,17,17,17,0.4117647058823529,1.0,0.6470588235294118,1.0,0.915,4,0.9090909090909091
g1_244796_24479605,g1,244796,24479605,2,17.0,16,17,2.0,False,2.0,False,2.0,False,9.0,False,17,17,17,0.5294117647058824,1.0,0.9411764705882353,1.0,0.8175,4,0.9827586206896551
g1_244796_24479606,g1,244796,24479606,2,24.0,23,24,2.0,False,1.0,False,3.0,False,11.0,False,24,24,24,0.5416666666666666,1.0,1.0,1.0,0.8175,4,0.9827586206896551
g1_244796_24479607,g1,244796,24479607,1,17.0,16,17,2.0,False,1.0,False,2.0,False,6.0,False,17,17,17,0.5882352941176471,1.0,1.0,1.0,0.8175,4,0.9827586206896551
g1_244799_24479905,g1,244799,24479905,3,22.0,22,22,2.0,False,1.0,False,2.0,False,4.0,False,22,22,19,0.45454545454545453,1.0,0.3684210526315789,2.0,0.345,4,0.40540540540540543
g1_244799_24479906,g1,244799,24479906,2,20.0,20,20,2.0,False,2.0,False,2.0,False,3.0,False,20,20,20,0.6,1.0,0.4,2.0,0.345,4,0.40540540540540543
g1_244799_24479907,g1,244799,24479907,2,19.0,18,19,2.0,False,2.0,False,2.0,False,2.0,False,19,19,19,0.47368421052631576,0.8947368421052632,0.5263157894736842,2.0,0.345,4,0.40540540540540543
g1_244799_24479908,g1,244799,24479908,1,16.0,16,16,2.0,False,2.0,False,3.0,False,23.0,False,16,16,16,0.5625,1.0,0.3125,2.0,0.345,4,0.40540540540540543
g1_244801_24480105,g1,244801,24480105,1,17.0,17,17,2.0,False,1.0,False,2.0,False,16.0,False,17,17,17,0.47058823529411764,0.35294117647058826,0.47058823529411764,2.0,0.405,4,0.4
g1_244801_24480106,g1,244801,24480106,3,25.0,24,25,2.0,False,1.0,False,2.0,False,20.0,False,25,25,25,0.44,0.32,0.28,2.0,0.405,4,0.4
g1_244801_24480107,g1,244801,24480107,2,25.0,24,25,2.0,False,1.0,False,2.0,False,16.0,False,25,25,25,0.44,0.48,0.44,2.0,0.405,4,0.4
g1_244801_24480108,g1,244801,24480108,2,24.0,22,24,2.0,False,2.0,False,2.0,False,5.0,False,24,24,23,0.5416666666666666,0.5,0.43478260869565216,2.0,0.405,4,0.4
g1_244806_24480608,g1,244806,24480608,3,23.0,23,23,2.0,False,2.0,False,2.0,False,24.0,False,23,23,23,0.4782608695652174,1.0,1.0,1.0,0.87,4,0.8428571428571429
g1_244806_24480609,g1,244806,24480609,1,15.0,15,15,2.0,False,2.0,False,2.0,False,32.0,False,15,15,15,0.6,1.0,0.7333333333333333,1.0,0.87,4,0.8428571428571429
g1_244806_24480610,g1,244806,24480610,1,15.0,15,15,2.0,False,1.0,False,3.0,False,17.0,False,15,15,14,0.6,1.0,1.0,1.0,0.87,4,0.8428571428571429
g1_244806_24480611,g1,244806,24480611,3,22.0,21,22,2.0,False,1.0,False,2.0,False,3.0,False,22,22,21,0.5909090909090909,1.0,0.9047619047619048,1.0,0.87,4,0.8428571428571429
g1_244806_24480612,g1,244806,24480612,2,23.0,23,23,2.0,False,1.0,False,2.0,False,5.0,False,23,23,23,0.5217391304347826,1.0,0.7391304347826086,1.0,0.87,4,0.8428571428571429
g1_244806_24480613,g1,244806,24480613,2,22.0,21,22,2.0,False,1.0,False,3.0,False,25.0,False,22,22,22,0.5,1.0,0.8636363636363636,1.0,0.87,4,0.8428571428571429
g1_244806_24480614,g1,244806,24480614,2,22.0,21,22,2.0,False,1.0,False,2.0,False,27.0,False,22,22,22,0.5909090909090909,1.0,0.6818181818181818,1.0,0.87,4,0.8428571428571429
g1_244831_24483106,g1,244831,24483106,2,24.0,23,24,2.0,False,1.0,False,3.0,False,18.0,False,24,24,24,0.4583333333333333,0.5,0.375,2.0,0.43,4,0.618421052631579
g1_244831_24483107,g1,244831,24483107,3,24.0,24,24,2.0,False,2.0,False,3.0,False,9.0,False,24,24,24,0.5416666666666666,0.4583333333333333,0.6666666666666666,2.0,0.43,4,0.618421052631579
g1_244839_24483906,g1,244839,24483906,1,17.0,17,17,2.0,False,1.0,False,2.0,False,4.0,False,17,17,17,0.6470588235294118,0.9411764705882353,0.4117647058823529,2.0,0.4175,4,0.4380952380952381
g1_244839_24483907,g1,244839,24483907,2,26.0,24,26,2.0,False,2.0,False,2.0,False,25.0,False,26,26,26,0.38461538461538464,0.8461538461538461,0.4230769230769231,2.0,0.4175,4,0.4380952380952381
g1_244839_24483908,g1,244839,24483908,2,22.0,22,22,2.0,False,1.0,False,2.0,False,2.0,False,22,22,22,0.45454545454545453,1.0,0.5909090909090909,2.0,0.4175,4,0.4380952380952381
g1_244839_24483909,g1,244839,24483909,2,24.0,24,24,2.0,False,2.0,False,2.0,False,0.0,False,24,24,24,0.5,0.9583333333333334,0.4166666666666667,2.0,0.4175,4,0.4380952380952381
g1_244839_24483910,g1,244839,24483910,1,16.0,16,16,2.0,False,2.0,False,3.0,False,12.0,False,16,16,16,0.5,0.9375,0.3125,2.0,0.4175,4,0.4380952380952381
g1_252885_25288505,g1,252885,25288505,1,17.0,17,17,2.0,False,2.0,False,2.0,False,39.0,False,17,17,17,0.47058823529411764,0.17647058823529413,0.29411764705882354,3.0,0.4525,4,0.3163265306122449
g1_252885_25288506,g1,252885,25288506,2,27.0,26,27,2.0,False,1.0,False,3.0,False,2.0,False,27,27,27,0.5185185185185185,0.1111111111111111,0.4074074074074074,3.0,0.4525,4,0.3163265306122449
g1_252885_25288507,g1,252885,25288507,3,28.0,27,28,2.0,False,1.0,False,3.0,False,10.0,False,28,28,28,0.6071428571428571,0.14285714285714285,0.2857142857142857,3.0,0.4525,4,0.3163265306122449
g1_252885_25288508,g1,252885,25288508,2,27.0,27,27,2.0,False,1.0,False,2.0,False,2.0,False,27,27,26,0.48148148148148145,0.2222222222222222,0.2692307692307692,3.0,0.4525,4,0.3163265306122449
g1_253888_25388804,g1,253888,25388804,2,23.0,23,23,2.0,False,1.0,False,2.0,False,7.0,False,23,23,23,0.391304347826087,0.0,0.34782608695652173,3.0,0.3775,4,0.39285714285714285
g1_253888_25388805,g1,253888,25388805,3,20.0,20,20,2.0,False,1.0,False,2.0,False,10.0,False,20,20,20,0.5,0.0,0.4,3.0,0.3775,4,0.39285714285714285
g1_257899_25789906,g1,257899,25789906,2,22.0,22,22,2.0,False,1.0,False,3.0,False,9.0,False,22,22,21,0.4090909090909091,0.0,0.47619047619047616,3.0,0.3375,4,0.391304347826087
g1_257899_25789907,g1,257899,25789907,2,22.0,21,22,2.0,False,1.0,False,2.0,False,15.0,False,22,22,21,0.45454545454545453,0.0,0.38095238095238093,3.0,0.3375,4,0.391304347826087
g1_257899_25789908,g1,257899,25789908,3,23.0,23,23,2.0,False,1.0,False,2.0,False,13.0,False,23,23,23,0.43478260869565216,0.0,0.43478260869565216,3.0,0.3375,4,0.391304347826087
g1_257905_25790509,g1,257905,25790509,1,15.0,15,15,2.0,False,1.0,False,2.0,False,27.0,False,15,15,15,0.4666666666666667,0.0,0.4,4.0,0.3275,4,0.35384615384615387
g1_257905_25790510,g1,257905,25790510,1,15.0,15,15,2.0,False,1.0,False,2.0,False,20.0,False,15,15,15,0.4,0.0,0.4,4.0,0.3275,4,0.35384615384615387
g1_257905_25790511,g1,257905,25790511,2,23.0,21,23,2.0,False,1.0,False,2.0,False,11.0,False,23,23,22,0.5652173913043478,0.08695652173913043,0.36363636363636365,4.0,0.3275,4,0.35384615384615387
g1_257905_25790512,g1,257905,25790512,3,22.0,21,22,2.0,False,1.0,False,3.0,False,8.0,False,22,22,19,0.36363636363636365,0.0,0.3684210526315789,4.0,0.3275,4,0.35384615384615387
